inv_no,inv_date,ship_date,cust_id,customer,amount,memo,month
INV-251759,2025-07-04,2025-07-04,C1011,Garfield Industrial Company,5401.7,,2025-07
INV-251760,2025-07-04,2025-07-04,C1020,Lorain Distribution Company,12554.57,PO 41321,2025-07
INV-251761,2025-07-04,2025-07-04,C1023,Midwest Stadium Services Inc.,6553.57,,2025-07
INV-251762,2025-07-04,2025-07-04,C1024,North Coast Restaurants LLC,9006.94,,2025-07
INV-251763,2025-07-04,2025-07-04,C1026,Parma Community College,7827.01,PO 41557,2025-07
INV-251764,2025-07-04,2025-07-04,C1026,Parma Community College,15350.14,,2025-07
INV-251765,2025-07-04,2025-07-04,C1026,Parma Community College,6267.47,PO 40604,2025-07
INV-251766,2025-07-04,2025-07-04,C1028,Portage Cold Storage Company,11562.58,,2025-07
INV-251767,2025-07-04,2025-07-04,C1030,Sandusky Marine and Supply,5237.2,Standing order,2025-07
INV-251768,2025-07-04,2025-07-04,C1035,Twinsburg Industrial Park LLC,11767.41,,2025-07
INV-251769,2025-07-04,2025-07-04,C1035,Twinsburg Industrial Park LLC,4724.75,,2025-07
INV-251770,2025-07-04,2025-07-04,C1035,Twinsburg Industrial Park LLC,15542.52,,2025-07
INV-251771,2025-07-04,2025-07-04,C1035,Twinsburg Industrial Park LLC,5293.69,Standing order,2025-07
INV-251772,2025-07-04,2025-07-03,C1038,Westlake Commercial Cleaning Company,3654.32,,2025-07
INV-251773,2025-07-04,2025-07-04,C1038,Westlake Commercial Cleaning Company,4588.1,,2025-07
INV-251774,2025-07-04,2025-07-04,C1040,Youngstown Metal Works Inc.,1930.39,,2025-07
INV-251775,2025-07-07,2025-07-07,C1006,Delmar Janitorial Services LLC,20044.9,,2025-07
INV-251776,2025-07-07,2025-07-07,C1008,Evergreen Senior Living Inc.,11349.59,,2025-07
INV-251777,2025-07-07,2025-07-06,C1011,Garfield Industrial Company,15600.48,Standing order,2025-07
INV-251778,2025-07-07,2025-07-07,C1015,Heritage Food Services Inc.,30405.96,PO 47746,2025-07
INV-251779,2025-07-07,2025-07-07,C1018,Kent Valley Hospital,4923.97,Standing order,2025-07
INV-251780,2025-07-07,2025-07-07,C1022,Medina Auto Group,6513.0,PO 46702,2025-07
INV-251781,2025-07-07,2025-07-07,C1035,Twinsburg Industrial Park LLC,16622.6,,2025-07
INV-251782,2025-07-07,2025-07-06,C1035,Twinsburg Industrial Park LLC,18013.21,Standing order,2025-07
INV-251783,2025-07-07,2025-07-07,C1038,Westlake Commercial Cleaning Company,8679.98,PO 41977,2025-07
INV-251784,2025-07-07,2025-07-07,C1040,Youngstown Metal Works Inc.,8372.65,Standing order,2025-07
INV-251785,2025-07-08,2025-07-07,C1002,Bayview Medical Center Inc.,1676.91,,2025-07
INV-251786,2025-07-08,2025-07-08,C1005,Clearwater Janitorial Company,20519.04,Standing order,2025-07
INV-251787,2025-07-08,2025-07-08,C1007,Eastgate Office Partners,5936.12,,2025-07
INV-251788,2025-07-08,2025-07-08,C1012,Great Lakes Logistics Inc.,34071.49,,2025-07
INV-251789,2025-07-08,2025-07-08,C1012,Great Lakes Logistics Inc.,19041.93,,2025-07
INV-251790,2025-07-08,2025-07-07,C1022,Medina Auto Group,6069.31,PO 47321,2025-07
INV-251791,2025-07-08,2025-07-07,C1022,Medina Auto Group,4707.39,Standing order,2025-07
INV-251792,2025-07-08,2025-07-08,C1024,North Coast Restaurants LLC,3364.86,Standing order,2025-07
INV-251793,2025-07-08,2025-07-08,C1028,Portage Cold Storage Company,12637.37,,2025-07
INV-251794,2025-07-08,2025-07-08,C1039,Willoughby Tech Center,5500.16,Standing order,2025-07
INV-251795,2025-07-09,2025-07-08,C1007,Eastgate Office Partners,7740.83,PO 41705,2025-07
INV-251796,2025-07-09,2025-07-09,C1010,Forest City Hotels and Resorts,5909.6,PO 40288,2025-07
INV-251797,2025-07-09,2025-07-09,C1011,Garfield Industrial Company,6034.55,PO 47332,2025-07
INV-251798,2025-07-09,2025-07-09,C1012,Great Lakes Logistics Inc.,7395.66,PO 46834,2025-07
INV-251799,2025-07-09,2025-07-09,C1012,Great Lakes Logistics Inc.,4720.97,,2025-07
INV-251800,2025-07-09,2025-07-09,C1020,Lorain Distribution Company,11739.77,,2025-07
INV-251801,2025-07-09,2025-07-08,C1028,Portage Cold Storage Company,17613.04,,2025-07
INV-251802,2025-07-09,2025-07-08,C1033,Summit Healthcare Group Inc.,7288.28,,2025-07
INV-251803,2025-07-09,2025-07-09,C1035,Twinsburg Industrial Park LLC,6247.46,,2025-07
INV-251804,2025-07-09,2025-07-09,C1040,Youngstown Metal Works Inc.,6493.46,,2025-07
INV-251805,2025-07-09,2025-07-09,C1040,Youngstown Metal Works Inc.,9481.97,Standing order,2025-07
INV-251806,2025-07-10,2025-07-10,C1002,Bayview Medical Center Inc.,11113.46,,2025-07
INV-251807,2025-07-10,2025-07-10,C1011,Garfield Industrial Company,6771.83,,2025-07
INV-251808,2025-07-10,2025-07-10,C1012,Great Lakes Logistics Inc.,13898.19,,2025-07
INV-251809,2025-07-10,2025-07-10,C1012,Great Lakes Logistics Inc.,45482.17,,2025-07
INV-251810,2025-07-10,2025-07-10,C1018,Kent Valley Hospital,2777.84,,2025-07
INV-251811,2025-07-10,2025-07-09,C1022,Medina Auto Group,5806.22,,2025-07
INV-251812,2025-07-10,2025-07-10,C1023,Midwest Stadium Services Inc.,10392.44,,2025-07
INV-251813,2025-07-10,2025-07-10,C1028,Portage Cold Storage Company,1991.62,,2025-07
INV-251814,2025-07-10,2025-07-10,C1030,Sandusky Marine and Supply,6734.02,PO 47033,2025-07
INV-251815,2025-07-10,2025-07-10,C1035,Twinsburg Industrial Park LLC,4114.17,,2025-07
INV-251816,2025-07-10,2025-07-10,C1035,Twinsburg Industrial Park LLC,31572.76,,2025-07
INV-251817,2025-07-10,2025-07-09,C1035,Twinsburg Industrial Park LLC,9006.3,Standing order,2025-07
INV-251818,2025-07-10,2025-07-10,C1039,Willoughby Tech Center,1552.1,PO 42012,2025-07
INV-251819,2025-07-11,2025-07-10,C1002,Bayview Medical Center Inc.,6771.92,,2025-07
INV-251820,2025-07-11,2025-07-10,C1002,Bayview Medical Center Inc.,5287.32,,2025-07
INV-251821,2025-07-11,2025-07-11,C1006,Delmar Janitorial Services LLC,16234.35,,2025-07
INV-251822,2025-07-11,2025-07-10,C1007,Eastgate Office Partners,9041.38,,2025-07
INV-251823,2025-07-11,2025-07-11,C1011,Garfield Industrial Company,36569.32,PO 43714,2025-07
INV-251824,2025-07-11,2025-07-11,C1012,Great Lakes Logistics Inc.,6698.99,PO 41317,2025-07
INV-251825,2025-07-11,2025-07-11,C1012,Great Lakes Logistics Inc.,12667.94,PO 41930,2025-07
INV-251826,2025-07-11,2025-07-10,C1012,Great Lakes Logistics Inc.,9931.86,,2025-07
INV-251827,2025-07-11,2025-07-11,C1014,Harborview Apartments LLC,18839.41,Standing order,2025-07
INV-251828,2025-07-11,2025-07-10,C1020,Lorain Distribution Company,8141.81,Standing order,2025-07
INV-251829,2025-07-11,2025-07-11,C1022,Medina Auto Group,4750.73,PO 48181,2025-07
INV-251830,2025-07-11,2025-07-11,C1026,Parma Community College,4120.75,Standing order,2025-07
INV-251831,2025-07-11,2025-07-11,C1026,Parma Community College,6391.6,,2025-07
INV-251832,2025-07-11,2025-07-10,C1026,Parma Community College,14738.24,PO 47560,2025-07
INV-251833,2025-07-11,2025-07-11,C1029,Riverside Fitness Clubs LLC,8004.51,Standing order,2025-07
INV-251834,2025-07-11,2025-07-11,C1031,Shaker Square Retail Partners,2323.75,Standing order,2025-07
INV-251835,2025-07-11,2025-07-11,C1035,Twinsburg Industrial Park LLC,19034.98,Standing order,2025-07
INV-251836,2025-07-11,2025-07-11,C1035,Twinsburg Industrial Park LLC,6373.58,,2025-07
INV-251837,2025-07-11,2025-07-10,C1038,Westlake Commercial Cleaning Company,4982.63,PO 46849,2025-07
INV-251838,2025-07-11,2025-07-10,C1038,Westlake Commercial Cleaning Company,17760.04,Standing order,2025-07
INV-251839,2025-07-11,2025-07-11,C1038,Westlake Commercial Cleaning Company,9801.25,PO 44716,2025-07
INV-251840,2025-07-11,2025-07-11,C1038,Westlake Commercial Cleaning Company,1133.75,PO 40687,2025-07
INV-251841,2025-07-11,2025-07-10,C1038,Westlake Commercial Cleaning Company,7783.53,,2025-07
INV-251842,2025-07-11,2025-07-10,C1038,Westlake Commercial Cleaning Company,12319.59,PO 47056,2025-07
INV-251843,2025-07-14,2025-07-13,C1016,Highland Manufacturing Company,8908.98,,2025-07
INV-251844,2025-07-14,2025-07-13,C1026,Parma Community College,6553.06,Standing order,2025-07
INV-251845,2025-07-14,2025-07-14,C1033,Summit Healthcare Group Inc.,15885.19,,2025-07
INV-251846,2025-07-14,2025-07-13,C1033,Summit Healthcare Group Inc.,1842.59,,2025-07
INV-251847,2025-07-14,2025-07-14,C1036,University Circle Services,8802.94,,2025-07
INV-251848,2025-07-14,2025-07-13,C1036,University Circle Services,21500.64,,2025-07
INV-251849,2025-07-14,2025-07-14,C1036,University Circle Services,21148.22,,2025-07
INV-251850,2025-07-14,2025-07-13,C1040,Youngstown Metal Works Inc.,12177.82,Standing order,2025-07
INV-251851,2025-07-15,2025-07-15,C1002,Bayview Medical Center Inc.,3909.05,Standing order,2025-07
INV-251852,2025-07-15,2025-07-15,C1002,Bayview Medical Center Inc.,5141.21,,2025-07
INV-251853,2025-07-15,2025-07-15,C1005,Clearwater Janitorial Company,8510.8,,2025-07
INV-251854,2025-07-15,2025-07-14,C1006,Delmar Janitorial Services LLC,9895.58,,2025-07
INV-251855,2025-07-15,2025-07-15,C1008,Evergreen Senior Living Inc.,5372.52,,2025-07
INV-251856,2025-07-15,2025-07-15,C1008,Evergreen Senior Living Inc.,8256.22,,2025-07
INV-251857,2025-07-15,2025-07-15,C1011,Garfield Industrial Company,5217.77,,2025-07
INV-251858,2025-07-15,2025-07-15,C1012,Great Lakes Logistics Inc.,26866.62,,2025-07
INV-251859,2025-07-15,2025-07-15,C1012,Great Lakes Logistics Inc.,6442.58,,2025-07
INV-251860,2025-07-15,2025-07-15,C1012,Great Lakes Logistics Inc.,12377.37,,2025-07
INV-251861,2025-07-15,2025-07-15,C1015,Heritage Food Services Inc.,6678.4,,2025-07
INV-251862,2025-07-15,2025-07-15,C1015,Heritage Food Services Inc.,7371.93,Standing order,2025-07
INV-251863,2025-07-15,2025-07-15,C1028,Portage Cold Storage Company,5724.69,,2025-07
INV-251864,2025-07-15,2025-07-14,C1029,Riverside Fitness Clubs LLC,21192.7,,2025-07
INV-251865,2025-07-15,2025-07-15,C1030,Sandusky Marine and Supply,7741.78,,2025-07
INV-251866,2025-07-15,2025-07-14,C1030,Sandusky Marine and Supply,6516.99,PO 44181,2025-07
INV-251867,2025-07-15,2025-07-15,C1033,Summit Healthcare Group Inc.,3686.92,PO 44081,2025-07
INV-251868,2025-07-15,2025-07-14,C1036,University Circle Services,5199.18,,2025-07
INV-251869,2025-07-16,2025-07-16,C1008,Evergreen Senior Living Inc.,32838.02,Standing order,2025-07
INV-251870,2025-07-16,2025-07-16,C1010,Forest City Hotels and Resorts,7501.45,PO 40203,2025-07
INV-251871,2025-07-16,2025-07-16,C1010,Forest City Hotels and Resorts,7299.65,,2025-07
INV-251872,2025-07-16,2025-07-16,C1018,Kent Valley Hospital,8929.74,,2025-07
INV-251873,2025-07-16,2025-07-16,C1018,Kent Valley Hospital,10887.65,,2025-07
INV-251874,2025-07-16,2025-07-16,C1022,Medina Auto Group,9684.93,,2025-07
INV-251875,2025-07-16,2025-07-16,C1026,Parma Community College,4796.32,PO 40121,2025-07
INV-251876,2025-07-16,2025-07-16,C1026,Parma Community College,15294.75,,2025-07
INV-251877,2025-07-16,2025-07-16,C1029,Riverside Fitness Clubs LLC,13749.43,PO 42743,2025-07
INV-251878,2025-07-16,2025-07-15,C1030,Sandusky Marine and Supply,2860.29,Standing order,2025-07
INV-251879,2025-07-16,2025-07-15,C1033,Summit Healthcare Group Inc.,10407.92,Standing order,2025-07
INV-251880,2025-07-16,2025-07-16,C1035,Twinsburg Industrial Park LLC,22530.71,,2025-07
INV-251881,2025-07-16,2025-07-16,C1035,Twinsburg Industrial Park LLC,3695.38,,2025-07
INV-251882,2025-07-16,2025-07-16,C1040,Youngstown Metal Works Inc.,16290.34,Standing order,2025-07
INV-251883,2025-07-17,2025-07-16,C1002,Bayview Medical Center Inc.,12274.6,,2025-07
INV-251884,2025-07-17,2025-07-17,C1011,Garfield Industrial Company,10629.55,,2025-07
INV-251885,2025-07-17,2025-07-17,C1017,Ironwood Property Services,18126.52,,2025-07
INV-251886,2025-07-17,2025-07-17,C1022,Medina Auto Group,7099.88,,2025-07
INV-251887,2025-07-17,2025-07-17,C1025,Oak Ridge Office Parks,7311.71,,2025-07
INV-251888,2025-07-17,2025-07-17,C1025,Oak Ridge Office Parks,8235.63,,2025-07
INV-251889,2025-07-17,2025-07-17,C1026,Parma Community College,11494.44,,2025-07
INV-251890,2025-07-17,2025-07-17,C1026,Parma Community College,2320.83,,2025-07
INV-251891,2025-07-17,2025-07-17,C1036,University Circle Services,14026.68,,2025-07
INV-251892,2025-07-17,2025-07-17,C1038,Westlake Commercial Cleaning Company,8316.43,PO 42861,2025-07
INV-251893,2025-07-17,2025-07-17,C1040,Youngstown Metal Works Inc.,10129.11,,2025-07
INV-251894,2025-07-18,2025-07-17,C1004,Cedar Point Facility Services,6041.4,PO 49978,2025-07
INV-251895,2025-07-18,2025-07-18,C1004,Cedar Point Facility Services,23250.47,,2025-07
INV-251896,2025-07-18,2025-07-18,C1011,Garfield Industrial Company,8118.11,PO 43690,2025-07
INV-251897,2025-07-18,2025-07-18,C1016,Highland Manufacturing Company,20244.67,,2025-07
INV-251898,2025-07-18,2025-07-18,C1018,Kent Valley Hospital,7239.56,,2025-07
INV-251899,2025-07-18,2025-07-18,C1028,Portage Cold Storage Company,8950.06,,2025-07
INV-251900,2025-07-18,2025-07-18,C1031,Shaker Square Retail Partners,15157.97,,2025-07
INV-251901,2025-07-18,2025-07-18,C1035,Twinsburg Industrial Park LLC,8335.34,PO 49245,2025-07
INV-251902,2025-07-18,2025-07-18,C1040,Youngstown Metal Works Inc.,11711.88,,2025-07
INV-251903,2025-07-18,2025-07-18,C1040,Youngstown Metal Works Inc.,5103.92,,2025-07
INV-251904,2025-07-21,2025-07-20,C1011,Garfield Industrial Company,68071.77,,2025-07
INV-251905,2025-07-21,2025-07-20,C1018,Kent Valley Hospital,3951.91,PO 41376,2025-07
INV-251906,2025-07-21,2025-07-21,C1026,Parma Community College,3721.61,,2025-07
INV-251907,2025-07-21,2025-07-21,C1028,Portage Cold Storage Company,15611.48,Standing order,2025-07
INV-251908,2025-07-21,2025-07-21,C1035,Twinsburg Industrial Park LLC,12538.26,,2025-07
INV-251909,2025-07-21,2025-07-21,C1035,Twinsburg Industrial Park LLC,13663.82,,2025-07
INV-251910,2025-07-21,2025-07-21,C1036,University Circle Services,11589.66,,2025-07
INV-251911,2025-07-21,2025-07-20,C1038,Westlake Commercial Cleaning Company,8022.2,,2025-07
INV-251912,2025-07-21,2025-07-21,C1038,Westlake Commercial Cleaning Company,3404.3,Standing order,2025-07
INV-251913,2025-07-21,2025-07-20,C1040,Youngstown Metal Works Inc.,6674.8,,2025-07
INV-251914,2025-07-22,2025-07-22,C1008,Evergreen Senior Living Inc.,7111.89,,2025-07
INV-251915,2025-07-22,2025-07-21,C1010,Forest City Hotels and Resorts,2347.83,PO 47725,2025-07
INV-251916,2025-07-22,2025-07-22,C1010,Forest City Hotels and Resorts,13627.87,PO 46856,2025-07
INV-251917,2025-07-22,2025-07-21,C1012,Great Lakes Logistics Inc.,14879.78,,2025-07
INV-251918,2025-07-22,2025-07-22,C1012,Great Lakes Logistics Inc.,4518.84,,2025-07
INV-251919,2025-07-22,2025-07-21,C1018,Kent Valley Hospital,14053.91,,2025-07
INV-251920,2025-07-22,2025-07-22,C1023,Midwest Stadium Services Inc.,7145.73,,2025-07
INV-251921,2025-07-22,2025-07-21,C1025,Oak Ridge Office Parks,25251.64,,2025-07
INV-251922,2025-07-22,2025-07-22,C1026,Parma Community College,5280.84,,2025-07
INV-251923,2025-07-22,2025-07-22,C1026,Parma Community College,14149.27,,2025-07
INV-251924,2025-07-22,2025-07-21,C1026,Parma Community College,5786.49,Standing order,2025-07
INV-251925,2025-07-22,2025-07-21,C1026,Parma Community College,20972.71,,2025-07
INV-251926,2025-07-22,2025-07-22,C1036,University Circle Services,3416.07,PO 42362,2025-07
INV-251927,2025-07-22,2025-07-21,C1036,University Circle Services,13333.4,,2025-07
INV-251928,2025-07-22,2025-07-22,C1038,Westlake Commercial Cleaning Company,6849.18,PO 43677,2025-07
INV-251929,2025-07-22,2025-07-22,C1038,Westlake Commercial Cleaning Company,14584.17,Standing order,2025-07
INV-251930,2025-07-22,2025-07-22,C1040,Youngstown Metal Works Inc.,8417.85,,2025-07
INV-251931,2025-07-23,2025-07-23,C1002,Bayview Medical Center Inc.,21671.96,,2025-07
INV-251932,2025-07-23,2025-07-23,C1005,Clearwater Janitorial Company,15698.58,,2025-07
INV-251933,2025-07-23,2025-07-23,C1011,Garfield Industrial Company,7962.91,,2025-07
INV-251934,2025-07-23,2025-07-22,C1015,Heritage Food Services Inc.,4892.69,,2025-07
INV-251935,2025-07-23,2025-07-23,C1030,Sandusky Marine and Supply,16467.55,Standing order,2025-07
INV-251936,2025-07-23,2025-07-23,C1033,Summit Healthcare Group Inc.,7244.02,PO 45785,2025-07
INV-251937,2025-07-24,2025-07-23,C1002,Bayview Medical Center Inc.,5988.06,,2025-07
INV-251938,2025-07-24,2025-07-23,C1004,Cedar Point Facility Services,8212.26,Standing order,2025-07
INV-251939,2025-07-24,2025-07-23,C1006,Delmar Janitorial Services LLC,14355.01,,2025-07
INV-251940,2025-07-24,2025-07-24,C1012,Great Lakes Logistics Inc.,829.27,,2025-07
INV-251941,2025-07-24,2025-07-24,C1013,Hamilton County Services,6466.37,,2025-07
INV-251942,2025-07-24,2025-07-24,C1014,Harborview Apartments LLC,14373.18,PO 42489,2025-07
INV-251943,2025-07-24,2025-07-24,C1015,Heritage Food Services Inc.,42195.22,,2025-07
INV-251944,2025-07-24,2025-07-24,C1017,Ironwood Property Services,7902.3,Standing order,2025-07
INV-251945,2025-07-24,2025-07-24,C1024,North Coast Restaurants LLC,20878.87,Standing order,2025-07
INV-251946,2025-07-24,2025-07-24,C1025,Oak Ridge Office Parks,6138.24,,2025-07
INV-251947,2025-07-24,2025-07-23,C1032,Stark County Services,3616.35,,2025-07
INV-251948,2025-07-24,2025-07-24,C1035,Twinsburg Industrial Park LLC,13216.69,,2025-07
INV-251949,2025-07-24,2025-07-24,C1035,Twinsburg Industrial Park LLC,2596.61,,2025-07
INV-251950,2025-07-24,2025-07-24,C1036,University Circle Services,11352.35,Standing order,2025-07
INV-251951,2025-07-24,2025-07-23,C1036,University Circle Services,4979.23,Standing order,2025-07
INV-251952,2025-07-24,2025-07-24,C1036,University Circle Services,6084.87,,2025-07
INV-251953,2025-07-24,2025-07-24,C1038,Westlake Commercial Cleaning Company,14576.17,Standing order,2025-07
INV-251954,2025-07-24,2025-07-23,C1038,Westlake Commercial Cleaning Company,5697.35,Standing order,2025-07
INV-251955,2025-07-24,2025-07-24,C1040,Youngstown Metal Works Inc.,5254.23,,2025-07
INV-251956,2025-07-25,2025-07-25,C1011,Garfield Industrial Company,2435.19,Standing order,2025-07
INV-251957,2025-07-25,2025-07-25,C1015,Heritage Food Services Inc.,26615.27,,2025-07
INV-251958,2025-07-25,2025-07-25,C1023,Midwest Stadium Services Inc.,4591.24,Standing order,2025-07
INV-251959,2025-07-25,2025-07-24,C1023,Midwest Stadium Services Inc.,7124.92,,2025-07
INV-251960,2025-07-25,2025-07-25,C1023,Midwest Stadium Services Inc.,5756.02,,2025-07
INV-251961,2025-07-25,2025-07-24,C1027,Pinnacle Building Services Inc.,1408.79,PO 41659,2025-07
INV-251962,2025-07-25,2025-07-24,C1033,Summit Healthcare Group Inc.,13346.42,,2025-07
INV-251963,2025-07-25,2025-07-25,C1035,Twinsburg Industrial Park LLC,1284.15,,2025-07
INV-251964,2025-07-28,2025-07-27,C1002,Bayview Medical Center Inc.,29840.91,Standing order,2025-07
INV-251965,2025-07-28,2025-07-27,C1002,Bayview Medical Center Inc.,7845.93,PO 44670,2025-07
INV-251966,2025-07-28,2025-07-28,C1002,Bayview Medical Center Inc.,6782.42,,2025-07
INV-251967,2025-07-28,2025-07-28,C1003,Cardinal Hospitality Group LLC,36425.05,,2025-07
INV-251968,2025-07-28,2025-07-28,C1004,Cedar Point Facility Services,8423.61,Standing order,2025-07
INV-251969,2025-07-28,2025-07-27,C1011,Garfield Industrial Company,14218.27,,2025-07
INV-251970,2025-07-28,2025-07-27,C1013,Hamilton County Services,13528.96,,2025-07
INV-251971,2025-07-28,2025-07-28,C1014,Harborview Apartments LLC,18699.81,PO 45834,2025-07
INV-251972,2025-07-28,2025-07-28,C1015,Heritage Food Services Inc.,22758.77,,2025-07
INV-251973,2025-07-28,2025-07-28,C1019,Lakeshore Cleaning Services Inc.,7128.0,Standing order,2025-07
INV-251974,2025-07-28,2025-07-28,C1023,Midwest Stadium Services Inc.,4872.48,Standing order,2025-07
INV-251975,2025-07-28,2025-07-27,C1025,Oak Ridge Office Parks,14654.76,PO 46934,2025-07
INV-251976,2025-07-28,2025-07-27,C1026,Parma Community College,9863.76,,2025-07
INV-251977,2025-07-28,2025-07-28,C1035,Twinsburg Industrial Park LLC,17695.68,,2025-07
INV-251978,2025-07-29,2025-07-29,C1002,Bayview Medical Center Inc.,14647.82,,2025-07
INV-251979,2025-07-29,2025-07-29,C1002,Bayview Medical Center Inc.,18421.75,,2025-07
INV-251980,2025-07-29,2025-07-28,C1006,Delmar Janitorial Services LLC,19586.54,,2025-07
INV-251981,2025-07-29,2025-07-29,C1007,Eastgate Office Partners,9992.08,,2025-07
INV-251982,2025-07-29,2025-07-29,C1008,Evergreen Senior Living Inc.,5320.57,PO 47750,2025-07
INV-251983,2025-07-29,2025-07-28,C1010,Forest City Hotels and Resorts,9752.8,Standing order,2025-07
INV-251984,2025-07-29,2025-07-29,C1011,Garfield Industrial Company,12232.0,,2025-07
INV-251985,2025-07-29,2025-07-29,C1026,Parma Community College,8777.32,Standing order,2025-07
INV-251986,2025-07-29,2025-07-29,C1026,Parma Community College,4323.6,,2025-07
INV-251987,2025-07-29,2025-07-29,C1040,Youngstown Metal Works Inc.,12644.42,,2025-07
INV-251988,2025-07-30,2025-07-30,C1002,Bayview Medical Center Inc.,22220.48,Standing order,2025-07
INV-251989,2025-07-30,2025-07-30,C1005,Clearwater Janitorial Company,25939.13,,2025-07
INV-251990,2025-07-30,2025-07-29,C1006,Delmar Janitorial Services LLC,19782.33,,2025-07
INV-251991,2025-07-30,2025-07-30,C1011,Garfield Industrial Company,3754.7,,2025-07
INV-251992,2025-07-30,2025-07-30,C1015,Heritage Food Services Inc.,4938.17,,2025-07
INV-251993,2025-07-30,2025-07-30,C1020,Lorain Distribution Company,8119.18,Standing order,2025-07
INV-251994,2025-07-30,2025-07-30,C1025,Oak Ridge Office Parks,12617.53,,2025-07
INV-251995,2025-07-30,2025-07-30,C1030,Sandusky Marine and Supply,20090.65,,2025-07
INV-251996,2025-07-30,2025-07-30,C1033,Summit Healthcare Group Inc.,14093.47,,2025-07
INV-251997,2025-07-30,2025-07-30,C1039,Willoughby Tech Center,14051.85,,2025-07
INV-251998,2025-07-31,2025-07-31,C1012,Great Lakes Logistics Inc.,9469.61,,2025-07
INV-251999,2025-07-31,2025-07-31,C1016,Highland Manufacturing Company,24776.95,Standing order,2025-07
INV-252000,2025-07-31,2025-07-31,C1022,Medina Auto Group,5857.43,Standing order,2025-07
INV-252001,2025-07-31,2025-07-30,C1025,Oak Ridge Office Parks,1218.93,,2025-07
INV-252002,2025-07-31,2025-07-30,C1030,Sandusky Marine and Supply,5442.79,,2025-07
INV-252003,2025-07-31,2025-07-30,C1035,Twinsburg Industrial Park LLC,17811.34,Standing order,2025-07
INV-252004,2025-07-31,2025-07-31,C1035,Twinsburg Industrial Park LLC,3724.72,PO 41726,2025-07
INV-252005,2025-07-31,2025-07-31,C1036,University Circle Services,12227.66,PO 45305,2025-07
INV-252006,2025-07-31,2025-07-31,C1040,Youngstown Metal Works Inc.,5180.65,Standing order,2025-07
INV-252007,2025-07-31,2025-07-30,C1040,Youngstown Metal Works Inc.,3896.18,PO 41665,2025-07
INV-252008,2025-08-01,2025-08-01,C1001,Allegheny Property Management LLC,17265.94,Standing order,2025-08
INV-252009,2025-08-01,2025-07-31,C1002,Bayview Medical Center Inc.,10143.71,,2025-08
INV-252010,2025-08-01,2025-08-01,C1008,Evergreen Senior Living Inc.,6247.79,Standing order,2025-08
INV-252011,2025-08-01,2025-08-01,C1009,Fairlawn Public Schools,8770.13,,2025-08
INV-252012,2025-08-01,2025-08-01,C1010,Forest City Hotels and Resorts,2938.98,,2025-08
INV-252013,2025-08-01,2025-08-01,C1011,Garfield Industrial Company,22840.78,PO 47108,2025-08
INV-252014,2025-08-01,2025-08-01,C1011,Garfield Industrial Company,19702.86,PO 48308,2025-08
INV-252015,2025-08-01,2025-08-01,C1012,Great Lakes Logistics Inc.,8346.36,PO 48638,2025-08
INV-252016,2025-08-01,2025-07-31,C1012,Great Lakes Logistics Inc.,8606.75,PO 48711,2025-08
INV-252017,2025-08-01,2025-08-01,C1015,Heritage Food Services Inc.,2489.97,,2025-08
INV-252018,2025-08-01,2025-07-31,C1015,Heritage Food Services Inc.,3552.52,Standing order,2025-08
INV-252019,2025-08-01,2025-08-01,C1018,Kent Valley Hospital,9913.85,,2025-08
INV-252020,2025-08-01,2025-08-01,C1020,Lorain Distribution Company,3107.54,,2025-08
INV-252021,2025-08-01,2025-08-01,C1022,Medina Auto Group,8221.45,,2025-08
INV-252022,2025-08-01,2025-08-01,C1022,Medina Auto Group,6455.83,PO 46337,2025-08
INV-252023,2025-08-01,2025-08-01,C1022,Medina Auto Group,10568.59,,2025-08
INV-252024,2025-08-01,2025-08-01,C1023,Midwest Stadium Services Inc.,20924.93,,2025-08
INV-252025,2025-08-01,2025-07-31,C1024,North Coast Restaurants LLC,5719.95,,2025-08
INV-252026,2025-08-01,2025-07-31,C1026,Parma Community College,10073.18,Standing order,2025-08
INV-252027,2025-08-01,2025-08-01,C1033,Summit Healthcare Group Inc.,3211.31,,2025-08
INV-252028,2025-08-01,2025-08-01,C1038,Westlake Commercial Cleaning Company,2818.34,PO 48370,2025-08
INV-252029,2025-08-01,2025-08-01,C1038,Westlake Commercial Cleaning Company,4393.56,PO 43501,2025-08
INV-252030,2025-08-01,2025-08-01,C1038,Westlake Commercial Cleaning Company,4803.88,,2025-08
INV-252031,2025-08-01,2025-08-01,C1040,Youngstown Metal Works Inc.,7706.3,,2025-08
INV-252032,2025-08-04,2025-08-04,C1002,Bayview Medical Center Inc.,1978.79,Standing order,2025-08
INV-252033,2025-08-04,2025-08-04,C1003,Cardinal Hospitality Group LLC,17783.68,,2025-08
INV-252034,2025-08-04,2025-08-03,C1004,Cedar Point Facility Services,8609.16,,2025-08
INV-252035,2025-08-04,2025-08-04,C1006,Delmar Janitorial Services LLC,20456.14,,2025-08
INV-252036,2025-08-04,2025-08-04,C1011,Garfield Industrial Company,6298.95,,2025-08
INV-252037,2025-08-04,2025-08-04,C1011,Garfield Industrial Company,7912.35,PO 47621,2025-08
INV-252038,2025-08-04,2025-08-03,C1014,Harborview Apartments LLC,10007.77,Standing order,2025-08
INV-252039,2025-08-04,2025-08-03,C1018,Kent Valley Hospital,8316.0,PO 48594,2025-08
